Gene,Product,Category,Tier
B7725_02915,Catabolite control protein A,Lactose tolerance,Contextual
B7712_03390,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7725_00610,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7722_09590,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7722_02835,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7722_02490,Catabolite control protein A,Lactose tolerance,Contextual
B7722_00535,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7715_03945,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7721_08455,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7721_09780,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7721_00510,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
B7718_05775,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7718_02475,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7717_02360,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7717_01460,Transcriptional regulator,Lactose tolerance,Supportive
B7711_01855,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7714_06405,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7714_08445,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7715_07385,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7715_01745,Catabolite control protein A,Lactose tolerance,Contextual
B7714_02190,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7714_00565,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7712_08160,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7711_02570,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7708_08040,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7709_06730,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7707_09625,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7708_05840,Catabolite control protein A,Lactose tolerance,Contextual
B7709_05885,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7707_03805,Catabolite control protein A,Lactose tolerance,Contextual
B7708_03640,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7709_02620,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7707_01130,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7709_02300,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7707_00775,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7709_01280,Catabolite control protein A,Lactose tolerance,Contextual
B7708_02560,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7708_01250,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7708_00700,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7705_09500,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7705_05855,Catabolite control protein A,Lactose tolerance,Contextual
B7705_02255,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7705_01565,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7702_06085,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7702_02885,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7702_03050,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7693_09225,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
B7700_10770,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7699_04155,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7698_03345,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7698_02710,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7698_02845,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7698_01220,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7696_06975,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7697_06630,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7695_08700,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7696_03650,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7697_02755,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7697_01060,Catabolite control protein A,Lactose tolerance,Contextual
B7695_07490,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7695_06765,Catabolite control protein A,Lactose tolerance,Contextual
B7695_05080,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7693_03905,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7693_02415,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7692_09380,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7692_07945,Catabolite control protein A,Lactose tolerance,Contextual
B7694_02090,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7694_00495,Catabolite control protein A,Lactose tolerance,Contextual
B7692_06955,LacI family transcriptional regulator,Lactose tolerance,Supportive
B7692_02775,LacI family transcriptional regulator,Lactose tolerance,Supportive
STO1_004420,"Transcriptional regulator, LacI family",Lactose tolerance,Supportive
STO1_014590,LacI family transcriptional regulator,Lactose tolerance,Supportive
CBI42_11950,LacI family transcriptional regulator,Lactose tolerance,Supportive
CBI42_04655,LacI family transcriptional regulator,Lactose tolerance,Supportive
CBI42_06130,LacI family transcriptional regulator,Lactose tolerance,Supportive
CBI42_02360,LacI family transcriptional regulator,Lactose tolerance,Supportive
CBI42_01330,Catabolite control protein A,Lactose tolerance,Contextual
SAMN05216470_1295,"Transcriptional regulator, LacI family",Lactose tolerance,Supportive
SAMN05216470_1494,"Transcriptional regulator, LacI family",Lactose tolerance,Supportive
CS009_07410,LacI family transcriptional regulator,Lactose tolerance,Supportive
CS009_03265,LacI family transcriptional regulator,Lactose tolerance,Supportive
CS010_02215,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK19_06595,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
CYK19_05770,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK16_09170,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK16_05550,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
CYK16_01000,LacI family transcriptional regulator,Lactose tolerance,Supportive
DWX18_05760,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
CYK21_09890,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK21_07000,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
CYK21_07250,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK21_04935,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK21_05310,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK21_05825,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK21_04125,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK21_00700,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
CYK18_10355,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK18_07745,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK18_06880,LacI family transcriptional regulator,Lactose tolerance,Supportive
CYK18_00245,LacI family transcriptional regulator,Lactose tolerance,Supportive
CWI26_02075,LacI family transcriptional regulator,Lactose tolerance,Supportive
CWI26_03495,LacI family transcriptional regulator,Lactose tolerance,Supportive
CWI26_11630,LacI family transcriptional regulator,Lactose tolerance,Supportive
A6J84_000665,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
A6J84_005610,LacI family transcriptional regulator,Lactose tolerance,Supportive
A6J84_008290,LacI family transcriptional regulator,Lactose tolerance,Supportive
C0J00_01260,LacI family transcriptional regulator,Lactose tolerance,Supportive
C0J00_02400,LacI family transcriptional regulator,Lactose tolerance,Supportive
C0J00_04495,LacI family transcriptional regulator,Lactose tolerance,Supportive
C0J00_08380,LacI family transcriptional regulator,Lactose tolerance,Supportive
C0J00_09815,LacI family transcriptional regulator,Lactose tolerance,Supportive
CK799_06240,LacI family transcriptional regulator,Lactose tolerance,Supportive
CK799_06105,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
CK799_05780,LacI family transcriptional regulator,Lactose tolerance,Supportive
CK799_01110,LacI family transcriptional regulator,Lactose tolerance,Supportive
CJ239_10635,LacI family transcriptional regulator,Lactose tolerance,Supportive
CJ239_09760,LacI family transcriptional regulator,Lactose tolerance,Supportive
CJ239_02675,LacI family transcriptional regulator,Lactose tolerance,Supportive
AT575_08555,LacI family transcriptional regulator,Lactose tolerance,Supportive
AT575_07620,LacI family transcriptional regulator,Lactose tolerance,Supportive
AT575_05550,LacI family transcriptional regulator,Lactose tolerance,Supportive
AT575_01630,Catabolite control protein A,Lactose tolerance,Contextual
AT575_00805,LacI family transcriptional regulator,Lactose tolerance,Supportive
C6A27_05540,LacI family transcriptional regulator,Lactose tolerance,Supportive
C6A27_04320,LacI family transcriptional regulator,Lactose tolerance,Supportive
NCTC12958_00818,"Transcriptional regulator, MerR family",Lactose tolerance,Supportive
GKS16_07215,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GKS16_00555,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
SR187_3385,Transcriptional regulator,Lactose tolerance,Supportive
SR187_2930,Catabolite control protein A,Lactose tolerance,Contextual
SR187_9540,LacI family transcriptional regulator,Lactose tolerance,Supportive
SR187_8155,LacI family transcriptional regulator,Lactose tolerance,Supportive
SR187_2565,LacI family transcriptional regulator,Lactose tolerance,Supportive
SR187_1795,LacI family transcriptional regulator,Lactose tolerance,Supportive
SR187_7185,LacI family transcriptional regulator,Lactose tolerance,Supportive
SR187_9890,LacI family transcriptional regulator,Lactose tolerance,Supportive
FAJ36_08300,LacI family transcriptional regulator,Lactose tolerance,Supportive
DDY64_03515,LacI family transcriptional regulator,Lactose tolerance,Supportive
DDY64_07915,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DDY64_08480,LacI family transcriptional regulator,Lactose tolerance,Supportive
DD623_00420,LacI family transcriptional regulator,Lactose tolerance,Supportive
DD623_00535,LacI family transcriptional regulator,Lactose tolerance,Supportive
DD623_05885,LacI family transcriptional regulator,Lactose tolerance,Supportive
CAC02_07870,LacI family transcriptional regulator,Lactose tolerance,Supportive
CAC02_06115,HTH lacI-type domain-containing protein,Lactose tolerance,Contextual
CAC02_06575,LacI family transcriptional regulator,Lactose tolerance,Supportive
CAC02_04850,LacI family transcriptional regulator,Lactose tolerance,Supportive
CAC02_06235,LacI family transcriptional regulator,Lactose tolerance,Supportive
CAC02_01565,Catabolite control protein A,Lactose tolerance,Contextual
DXN33_09190,LacI family transcriptional regulator,Lactose tolerance,Supportive
DXN33_06915,LacI family transcriptional regulator,Lactose tolerance,Supportive
DXN33_06910,LacI family transcriptional regulator,Lactose tolerance,Supportive
DXN33_00505,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DDV21_007430,LacI family transcriptional regulator,Lactose tolerance,Supportive
DDV21_009005,LacI family transcriptional regulator,Lactose tolerance,Supportive
DDV21_007585,LacI family transcriptional regulator,Lactose tolerance,Supportive
DDV21_001235,LacI family transcriptional regulator,Lactose tolerance,Supportive
DDV21_002400,LacI family transcriptional regulator,Lactose tolerance,Supportive
DDV21_001220,LacI family transcriptional regulator,Lactose tolerance,Supportive
NCTC13767_01211,LacI family transcriptional regulator,Lactose tolerance,Supportive
D7D53_01075,LacI family transcriptional regulator,Lactose tolerance,Supportive
D7D53_08410,LacI family transcriptional regulator,Lactose tolerance,Supportive
D7D53_06620,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
C5O69_06445,LacI family transcriptional regulator,Lactose tolerance,Supportive
C5O69_02155,LacI family transcriptional regulator,Lactose tolerance,Supportive
C5O68_07210,LacI family transcriptional regulator,Lactose tolerance,Supportive
C5O69_06605,LacI family transcriptional regulator,Lactose tolerance,Supportive
C5O69_09395,LacI family transcriptional regulator,Lactose tolerance,Supportive
C5O68_10870,LacI family transcriptional regulator,Lactose tolerance,Supportive
C5O68_03680,LacI family transcriptional regulator,Lactose tolerance,Supportive
C5O68_00855,LacI family transcriptional regulator,Lactose tolerance,Supportive
DW930_03135,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DW930_05450,LacI family transcriptional regulator,Lactose tolerance,Supportive
DW930_09695,LacI family transcriptional regulator,Lactose tolerance,Supportive
D7D54_08890,LacI family transcriptional regulator,Lactose tolerance,Supportive
D7D54_04920,LacI family transcriptional regulator,Lactose tolerance,Supportive
D7D54_00155,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DEO31_03645,Transcriptional regulator LacI/GalR-like sensor domain-containing protein,Lactose tolerance,Supportive
KH901_03730,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DF198_06925,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DIY07_09805,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DIY07_04005,LacI family transcriptional regulator,Lactose tolerance,Supportive
DIY07_03985,LacI family transcriptional regulator,Lactose tolerance,Supportive
DIY07_02920,LacI family transcriptional regulator,Lactose tolerance,Supportive
DIY07_00960,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DIY07_01330,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EAF07_08840,LacI family transcriptional regulator,Lactose tolerance,Supportive
EAF07_07355,LacI family transcriptional regulator,Lactose tolerance,Supportive
EAF07_05555,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EAF07_06165,GntR family transcriptional regulator,Lactose tolerance,Supportive
EAF07_04660,LacI family transcriptional regulator,Lactose tolerance,Supportive
EAF07_04375,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EII39_09760,LacI family transcriptional regulator,Lactose tolerance,Supportive
EII39_09830,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EII39_02670,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EII39_00930,LacI family transcriptional regulator,Lactose tolerance,Supportive
EII38_07065,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EII38_07950,LacI family transcriptional regulator,Lactose tolerance,Supportive
EII38_06025,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EII38_06300,LacI family transcriptional regulator,Lactose tolerance,Supportive
EII38_00310,LacI family transcriptional regulator,Lactose tolerance,Supportive
EII37_09440,LacI family transcriptional regulator,Lactose tolerance,Supportive
EII37_05610,LacI family transcriptional regulator,Lactose tolerance,Supportive
EII37_00725,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
A7J08_02045,LacI family transcriptional regulator,Lactose tolerance,Supportive
EHW89_07285,LacI family transcriptional regulator,Lactose tolerance,Supportive
EHW89_05000,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DB729_001420,LacI family transcriptional regulator,Lactose tolerance,Supportive
EI220_00740,LacI family transcriptional regulator,Lactose tolerance,Supportive
EI219_03520,LacI family transcriptional regulator,Lactose tolerance,Supportive
DB729_003745,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EI998_10580,LacI family transcriptional regulator,Lactose tolerance,Supportive
EI998_08605,LacI family transcriptional regulator,Lactose tolerance,Supportive
EI219_07125,LacI family transcriptional regulator,Lactose tolerance,Supportive
EI998_00895,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DWZ19_01960,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HXO88_07205,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
A7J08_03265,LacI family transcriptional regulator,Lactose tolerance,Supportive
EHW89_08960,LacI family transcriptional regulator,Lactose tolerance,Supportive
DWX18_09320,LacI family transcriptional regulator,Lactose tolerance,Supportive
DW820_06655,LacI family transcriptional regulator,Lactose tolerance,Supportive
DW820_02305,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DW820_04020,LacI family transcriptional regulator,Lactose tolerance,Supportive
DB729_008500,LacI family transcriptional regulator,Lactose tolerance,Supportive
DB729_006800,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EI220_10495,LacI family transcriptional regulator,Lactose tolerance,Supportive
EI219_08735,LacI family transcriptional regulator,Lactose tolerance,Supportive
EI220_07685,LacI family transcriptional regulator,Lactose tolerance,Supportive
EI219_01950,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EI220_02610,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EJA00_10950,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EJA00_05800,LacI family transcriptional regulator,Lactose tolerance,Supportive
EJA00_03270,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EI998_07475,LacI family transcriptional regulator,Lactose tolerance,Supportive
EI998_06630,LacI family transcriptional regulator,Lactose tolerance,Supportive
EI998_02630,LacI family transcriptional regulator,Lactose tolerance,Supportive
FKX92_07605,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
SAMEA3309547_01864,LacI family transcriptional regulator,Lactose tolerance,Supportive
SAMEA3208856_01036,LacI family transcriptional regulator,Lactose tolerance,Supportive
SAMEA3353486_01652,LacI family transcriptional regulator,Lactose tolerance,Supportive
SAMEA2341554_01988,LacI family transcriptional regulator,Lactose tolerance,Supportive
DF216_03705,LacI family transcriptional regulator,Lactose tolerance,Supportive
DF216_05155,LacI family transcriptional regulator,Lactose tolerance,Supportive
DF217_05630,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EXW74_08395,LacI family transcriptional regulator,Lactose tolerance,Supportive
EXW74_04320,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
EXW74_02885,LacI family transcriptional regulator,Lactose tolerance,Supportive
EXW74_01895,LacI family transcriptional regulator,Lactose tolerance,Supportive
D3X11_06540,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
D3X11_07755,LacI family transcriptional regulator,Lactose tolerance,Supportive
D3X11_00075,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E0E04_09335,LacI family transcriptional regulator,Lactose tolerance,Supportive
E0E04_03485,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E0E04_00070,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FAJ39_08945,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FAJ35_10900,LacI family transcriptional regulator,Lactose tolerance,Supportive
FAJ39_07260,LacI family transcriptional regulator,Lactose tolerance,Supportive
FAJ39_06960,LacI family transcriptional regulator,Lactose tolerance,Supportive
FAJ39_05745,LacI family transcriptional regulator,Lactose tolerance,Supportive
FAJ35_06155,LacI family transcriptional regulator,Lactose tolerance,Supportive
FAJ35_05705,LacI family transcriptional regulator,Lactose tolerance,Supportive
FAJ35_04285,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E8L09_03275,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FAJ36_03220,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FAJ36_03825,LacI family transcriptional regulator,Lactose tolerance,Supportive
E8L09_01080,LacI family transcriptional regulator,Lactose tolerance,Supportive
E8L09_02460,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FAJ34_08040,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FAJ36_01860,LacI family transcriptional regulator,Lactose tolerance,Supportive
FAJ34_02580,LacI family transcriptional regulator,Lactose tolerance,Supportive
FBF73_07215,LacI family transcriptional regulator,Lactose tolerance,Supportive
FBF73_06885,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FBF73_07895,LacI family transcriptional regulator,Lactose tolerance,Supportive
E0F66_07000,LacI family transcriptional regulator,Lactose tolerance,Supportive
E0F66_02795,LacI family transcriptional regulator,Lactose tolerance,Supportive
H1B29_07280,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
DF216_10560,LacI family transcriptional regulator,Lactose tolerance,Supportive
DF216_05685,LacI family transcriptional regulator,Lactose tolerance,Supportive
E0E04_09215,LacI family transcriptional regulator,Lactose tolerance,Supportive
E0E04_05200,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4U01_06175,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E4U01_01550,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4U01_00745,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4U01_00630,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4T82_10855,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E4T82_06625,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4T82_06045,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4T82_07395,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4T82_02970,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4T82_07270,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4T82_01020,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4T79_08500,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4T79_08095,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E4T79_06440,LacI family transcriptional regulator,Lactose tolerance,Supportive
E4T79_03660,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E5S68_01595,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E5S68_00370,LacI family transcriptional regulator,Lactose tolerance,Supportive
E5S68_06025,LacI family transcriptional regulator,Lactose tolerance,Supportive
E5S68_07810,LacI family transcriptional regulator,Lactose tolerance,Supportive
FJN11_10225,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FJN11_09890,LacI family transcriptional regulator,Lactose tolerance,Supportive
FJN11_01975,LacI family transcriptional regulator,Lactose tolerance,Supportive
FJR73_06715,LacI family transcriptional regulator,Lactose tolerance,Supportive
FJR73_04320,LacI family transcriptional regulator,Lactose tolerance,Supportive
FJR73_05610,LacI family transcriptional regulator,Lactose tolerance,Supportive
FJR73_05765,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
SOL01_00790,Transcriptional regulator LacI/GalR-like sensor domain-containing protein,Lactose tolerance,Supportive
FH692_10775,LacI family transcriptional regulator,Lactose tolerance,Supportive
FH692_09005,LacI family transcriptional regulator,Lactose tolerance,Supportive
FH692_07925,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FH692_06830,LacI family transcriptional regulator,Lactose tolerance,Supportive
FH692_04070,LacI family transcriptional regulator,Lactose tolerance,Supportive
FH692_04340,LacI family transcriptional regulator,Lactose tolerance,Supportive
AZJ70_11030,LacI family transcriptional regulator,Lactose tolerance,Supportive
AZJ70_10665,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
AZJ28_08780,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
AZJ28_11730,LacI family transcriptional regulator,Lactose tolerance,Supportive
AZJ28_02670,LacI family transcriptional regulator,Lactose tolerance,Supportive
FKX92_08885,LacI family transcriptional regulator,Lactose tolerance,Supportive
FKX92_05375,LacI family transcriptional regulator,Lactose tolerance,Supportive
FXF62_05980,LacI family transcriptional regulator,Lactose tolerance,Supportive
FXF62_03490,LacI family transcriptional regulator,Lactose tolerance,Supportive
FXF62_01460,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FD735_00575,LacI family transcriptional regulator,Lactose tolerance,Supportive
FD735_02195,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FD735_07670,LacI family transcriptional regulator,Lactose tolerance,Supportive
FRX57_05050,LacI family transcriptional regulator,Lactose tolerance,Supportive
FRX57_07005,LacI family transcriptional regulator,Lactose tolerance,Supportive
FRX54_05375,LacI family transcriptional regulator,Lactose tolerance,Supportive
FRX51_05370,LacI family transcriptional regulator,Lactose tolerance,Supportive
AZJ28_05945,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E0F66_01505,LacI family transcriptional regulator,Lactose tolerance,Supportive
E0F67_08010,LacI family transcriptional regulator,Lactose tolerance,Supportive
LPB220_03290,LacI family transcriptional regulator,Lactose tolerance,Supportive
LPB220_07030,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
LPB220_08865,LacI family transcriptional regulator,Lactose tolerance,Supportive
LPB220_10470,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E0F67_11535,Transcriptional regulator,Lactose tolerance,Supportive
E0F67_09780,LacI family transcriptional regulator,Lactose tolerance,Supportive
E0F67_10655,Catabolite control protein A,Lactose tolerance,Contextual
E0F67_06055,GntR family transcriptional regulator,Lactose tolerance,Supportive
E0F67_02685,LacI family transcriptional regulator,Lactose tolerance,Supportive
E0F66_07705,GntR family transcriptional regulator,Lactose tolerance,Supportive
E0F67_00140,LacI family transcriptional regulator,Lactose tolerance,Supportive
FGO82_10580,LacI family transcriptional regulator,Lactose tolerance,Supportive
FGO82_01490,LacI family transcriptional regulator,Lactose tolerance,Supportive
GMC65_07455,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC65_02470,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC65_08330,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC73_03965,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC73_02975,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM539_12955,LacI family transcriptional regulator,Lactose tolerance,Supportive
GM539_13935,LacI family transcriptional regulator,Lactose tolerance,Supportive
GM539_14105,LacI family transcriptional regulator,Lactose tolerance,Supportive
GM540_02305,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GM540_06720,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM540_06775,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM540_05320,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GM540_07515,Transcriptional regulator,Lactose tolerance,Supportive
GM540_09490,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GM540_09800,LacI family transcriptional regulator,Lactose tolerance,Supportive
GM539_12545,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM540_08950,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM540_08760,Catabolite control protein A,Lactose tolerance,Contextual
GM540_07380,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM540_15450,LacI family transcriptional regulator,Lactose tolerance,Supportive
GM544_04795,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM544_12560,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GM537_06265,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GM537_10535,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GM537_09570,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
G5S97_00085,LacI family transcriptional regulator,Lactose tolerance,Supportive
G5S97_05615,LacI family transcriptional regulator,Lactose tolerance,Supportive
GPZ88_00370,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GPZ88_02815,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GPZ88_05595,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GPZ88_05325,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
UKS_11390,Putative ribose transport operon repressor,Lactose tolerance,Contextual
UKS_14720,LacI family transcriptional regulator,Lactose tolerance,Supportive
GEZ84_04560,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ84_08770,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ84_05770,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ78_00600,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ78_02085,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GGH90_00605,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GGH90_05335,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GGH90_00980,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
